component_id,component_name,component_type,sku,tier_level,supplier_id,supplier_name,supplier_country,annual_volume,unit_cost_usd,lead_time_days,is_single_source,critical_component
COMP-0502,Battery Module v1,battery_cell,SKU-BAT-00502,1,supplier_339,StarComp CHI-339,China,355380,19.24,46,0,0
COMP-0503,Power IC v2,semiconductor,SKU-SEM-00503,1,supplier_151,GlobalParts USA-151,USA,188189,52.86,99,0,0
COMP-0504,MCU Unit v2,semiconductor,SKU-SEM-00504,1,supplier_317,NexGen JAP-317,Japan,381335,22.38,96,0,0
COMP-0505,Bluetooth IC v3,ic_chip,SKU-IC_-00505,1,supplier_082,PrecisionCo TAI-082,Taiwan,401338,4.6,44,0,0
COMP-0506,NAND Flash v3,semiconductor,SKU-SEM-00506,2,supplier_097,NexGen CHI-097,China,126898,55.42,54,1,0
COMP-0507,Light Sensor v1,sensor,SKU-SEN-00507,3,supplier_214,EliteMfg TAI-214,Taiwan,270126,1.34,18,0,0
COMP-0508,Battery Module v3,battery_cell,SKU-BAT-00508,3,supplier_381,GlobalParts CHI-381,China,281502,70.59,23,0,0
COMP-0509,DRAM Module v1,semiconductor,SKU-SEM-00509,1,supplier_152,PrecisionCo CHI-152,China,233316,6.03,120,0,0
COMP-0510,Power Cell v2,battery_cell,SKU-BAT-00510,2,supplier_320,TechMfg JAP-320,Japan,34179,77.68,49,0,0
COMP-0511,Li-Ion Cell v2,battery_cell,SKU-BAT-00511,2,supplier_001,GlobalParts CHI-001,China,150739,13.77,35,0,0
COMP-0512,USB-C Port v2,connector,SKU-CON-00512,1,supplier_166,PrimeParts USA-166,USA,426241,2.75,8,1,0
COMP-0513,Sub-PCB v4,pcb,SKU-PCB-00513,3,supplier_492,PrecisionCo USA-492,USA,471897,18.16,18,0,0
COMP-0514,FPGA Chip v1,semiconductor,SKU-SEM-00514,1,supplier_346,PrimeParts CHI-346,China,33774,7.05,59,0,0
COMP-0515,Coaxial Cable v2,cable,SKU-CAB-00515,2,supplier_494,EliteMfg SOU-494,South Korea,87386,1.97,17,0,0
COMP-0516,Flex PCB v2,pcb,SKU-PCB-00516,3,supplier_021,GlobalParts TAI-021,Taiwan,369192,1.1,25,0,0
COMP-0517,MCU Unit v3,semiconductor,SKU-SEM-00517,1,supplier_469,StarComp CHI-469,China,407661,14.73,82,0,0
COMP-0518,NAND Flash v4,semiconductor,SKU-SEM-00518,2,supplier_041,GlobalParts CHI-041,China,73446,12.32,110,0,0
COMP-0519,Plastic Shell v2,housing,SKU-HOU-00519,1,supplier_098,ApexManuf SOU-098,South Korea,122914,10.65,31,0,0
COMP-0520,Battery Module v4,battery_cell,SKU-BAT-00520,2,supplier_195,CoreTech MAL-195,Malaysia,289641,16.42,24,0,0
COMP-0521,Frame v3,housing,SKU-HOU-00521,3,supplier_381,GlobalParts CHI-381,China,406473,9.92,43,0,0
COMP-0522,Frame v4,housing,SKU-HOU-00522,1,supplier_209,StarComp CHI-209,China,117124,2.09,16,0,0
COMP-0523,Wi-Fi IC v3,ic_chip,SKU-IC_-00523,2,supplier_176,PrimeParts TAI-176,Taiwan,485293,5.94,76,1,0
COMP-0524,Main Camera v4,camera_module,SKU-CAM-00524,1,supplier_374,EliteMfg CHI-374,China,305640,49.28,30,0,0
COMP-0525,DRAM Module v4,semiconductor,SKU-SEM-00525,3,supplier_138,ApexManuf CHI-138,China,17338,55.95,102,0,0
COMP-0526,LCD Panel v4,display,SKU-DIS-00526,2,supplier_404,EliteMfg MEX-404,Mexico,233207,79.53,41,0,0
COMP-0527,HDMI Connector v1,connector,SKU-CON-00527,1,supplier_220,TechMfg GER-220,Germany,66408,0.34,19,0,0
COMP-0528,Aluminum Chassis v1,housing,SKU-HOU-00528,3,supplier_067,NexGen GER-067,Germany,121215,5.65,23,0,1
COMP-0529,Gyroscope v3,sensor,SKU-SEN-00529,2,supplier_450,TechMfg CHI-450,China,356763,6.35,57,1,1
COMP-0530,LCD Panel v4,display,SKU-DIS-00530,1,supplier_279,StarComp CHI-279,China,141200,106.13,78,0,0
COMP-0531,HDMI Connector v1,connector,SKU-CON-00531,2,supplier_486,PrimeParts CHI-486,China,207126,1.49,13,0,0
COMP-0532,Main Camera v2,camera_module,SKU-CAM-00532,1,supplier_403,UniComp CHI-403,China,405015,89.14,48,0,0
COMP-0533,LCD Panel v1,display,SKU-DIS-00533,2,supplier_040,TechMfg SOU-040,South Korea,149326,59.86,34,0,0
COMP-0534,Data Cable v1,cable,SKU-CAB-00534,1,supplier_115,CoreTech TAI-115,Taiwan,489250,1.9,18,0,0
COMP-0535,USB-C Port v4,connector,SKU-CON-00535,2,supplier_480,TechMfg CHI-480,China,87059,2.14,22,0,0
COMP-0536,Back Cover v3,housing,SKU-HOU-00536,2,supplier_410,TechMfg CHI-410,China,208489,5.2,31,0,0
COMP-0537,Wi-Fi IC v3,ic_chip,SKU-IC_-00537,1,supplier_333,UniComp CHI-333,China,17660,1.03,40,0,0
COMP-0538,LCD Panel v4,display,SKU-DIS-00538,2,supplier_320,TechMfg JAP-320,Japan,68786,15.37,55,0,0
COMP-0539,OLED Display v2,display,SKU-DIS-00539,2,supplier_177,NexGen JAP-177,Japan,364502,61.53,65,0,0
COMP-0540,LiPo Pack v1,battery_cell,SKU-BAT-00540,2,supplier_484,EliteMfg JAP-484,Japan,478374,44.69,40,0,0
COMP-0541,LCD Panel v1,display,SKU-DIS-00541,1,supplier_472,PrecisionCo USA-472,USA,223307,119.93,45,0,0
COMP-0542,FPGA Chip v2,semiconductor,SKU-SEM-00542,1,supplier_024,EliteMfg GER-024,Germany,103348,48.37,46,0,0
COMP-0543,USB-C Port v1,connector,SKU-CON-00543,3,supplier_467,NexGen CHI-467,China,265637,1.87,20,0,0
COMP-0544,Sub-PCB v2,pcb,SKU-PCB-00544,2,supplier_032,PrecisionCo CHI-032,China,434093,3.05,17,0,0
COMP-0545,Gyroscope v2,sensor,SKU-SEN-00545,2,supplier_007,NexGen CHI-007,China,398825,16.13,47,0,0
COMP-0546,Back Cover v1,housing,SKU-HOU-00546,2,supplier_424,EliteMfg TAI-424,Taiwan,46692,7.84,41,0,0
COMP-0547,Aluminum Chassis v1,housing,SKU-HOU-00547,1,supplier_473,UniComp TAI-473,Taiwan,346770,4.02,14,0,0
COMP-0548,Sub-PCB v1,pcb,SKU-PCB-00548,2,supplier_176,PrimeParts TAI-176,Taiwan,281589,8.02,42,0,0
COMP-0549,NFC Chip v1,ic_chip,SKU-IC_-00549,3,supplier_171,GlobalParts CHI-171,China,187375,1.12,32,0,0
COMP-0550,Telephoto Module v2,camera_module,SKU-CAM-00550,2,supplier_336,PrimeParts USA-336,USA,69003,118.34,65,0,0
COMP-0551,HDMI Connector v4,connector,SKU-CON-00551,1,supplier_017,NexGen TAI-017,Taiwan,447347,1.02,7,0,0
COMP-0552,LiPo Pack v2,battery_cell,SKU-BAT-00552,2,supplier_179,StarComp GER-179,Germany,467499,61.98,40,0,0
COMP-0553,Touch Screen v4,display,SKU-DIS-00553,1,supplier_160,TechMfg JAP-160,Japan,137882,73.59,65,0,0
COMP-0554,OLED Display v3,display,SKU-DIS-00554,2,supplier_166,PrimeParts USA-166,USA,164919,20.53,69,0,0
COMP-0555,HDMI Connector v1,connector,SKU-CON-00555,1,supplier_447,NexGen CHI-447,China,434062,0.53,27,0,0
COMP-0556,FPC Connector v3,connector,SKU-CON-00556,1,supplier_213,UniComp JAP-213,Japan,329440,1.39,28,0,1
COMP-0557,Power Cell v1,battery_cell,SKU-BAT-00557,3,supplier_144,EliteMfg TAI-144,Taiwan,241561,51.44,57,0,0
COMP-0558,Aluminum Chassis v3,housing,SKU-HOU-00558,2,supplier_343,UniComp SOU-343,South Korea,469449,6.87,44,0,0
COMP-0559,OLED Display v4,display,SKU-DIS-00559,2,supplier_070,TechMfg TAI-070,Taiwan,120690,8.26,89,0,0
COMP-0560,Battery Module v4,battery_cell,SKU-BAT-00560,1,supplier_464,EliteMfg TAI-464,Taiwan,364979,63.2,25,0,0
COMP-0561,Flex PCB v4,pcb,SKU-PCB-00561,3,supplier_035,CoreTech GER-035,Germany,220426,22.77,30,0,0
COMP-0562,Power IC v4,semiconductor,SKU-SEM-00562,2,supplier_407,NexGen TAI-407,Taiwan,184807,40.97,64,0,0
COMP-0563,Accelerometer v4,sensor,SKU-SEN-00563,1,supplier_330,TechMfg TAI-330,Taiwan,270250,1.56,38,0,0
COMP-0564,Sub-PCB v3,pcb,SKU-PCB-00564,2,supplier_117,NexGen CHI-117,China,32490,2.38,39,0,0
COMP-0565,Power IC v2,semiconductor,SKU-SEM-00565,1,supplier_431,GlobalParts CHI-431,China,137143,32.81,95,1,0
COMP-0566,USB-C Port v2,connector,SKU-CON-00566,1,supplier_265,CoreTech MEX-265,Mexico,436263,2.78,28,0,0
COMP-0567,Rigid-Flex PCB v3,pcb,SKU-PCB-00567,2,supplier_282,PrecisionCo TAI-282,Taiwan,450724,6.95,45,1,1
COMP-0568,Accelerometer v1,sensor,SKU-SEN-00568,1,supplier_281,GlobalParts CHI-281,China,221940,0.64,29,0,0
COMP-0569,Back Cover v2,housing,SKU-HOU-00569,1,supplier_133,UniComp CHI-133,China,24010,5.78,15,0,0
COMP-0570,LED Array v1,display,SKU-DIS-00570,2,supplier_169,StarComp CHI-169,China,349801,42.73,76,0,0
COMP-0571,Audio Codec v1,ic_chip,SKU-IC_-00571,2,supplier_346,PrimeParts CHI-346,China,320134,0.45,21,0,0
COMP-0572,LED Array v3,display,SKU-DIS-00572,3,supplier_392,PrecisionCo CHI-392,China,99858,7.35,85,0,0
COMP-0573,FPGA Chip v2,semiconductor,SKU-SEM-00573,2,supplier_226,PrimeParts CHI-226,China,174692,23.77,45,0,0
COMP-0574,Light Sensor v1,sensor,SKU-SEN-00574,2,supplier_397,NexGen CHI-397,China,194947,6.55,28,0,0
COMP-0575,Light Sensor v4,sensor,SKU-SEN-00575,2,supplier_220,TechMfg GER-220,Germany,396874,8.49,39,0,1
COMP-0576,FPC Connector v3,connector,SKU-CON-00576,3,supplier_217,NexGen CHI-217,China,214825,2.8,28,1,0
COMP-0577,Battery Module v2,battery_cell,SKU-BAT-00577,2,supplier_222,PrecisionCo TAI-222,Taiwan,41054,51.98,54,0,0
COMP-0578,Back Cover v1,housing,SKU-HOU-00578,2,supplier_375,CoreTech GER-375,Germany,153136,3.53,37,0,0
COMP-0579,Front Camera v2,camera_module,SKU-CAM-00579,1,supplier_295,CoreTech TAI-295,Taiwan,478460,95.4,82,0,0
COMP-0580,USB-C Port v3,connector,SKU-CON-00580,2,supplier_409,StarComp VIE-409,Vietnam,374152,1.21,25,0,1
COMP-0581,Rigid-Flex PCB v4,pcb,SKU-PCB-00581,2,supplier_208,ApexManuf MAL-208,Malaysia,192836,16.48,14,0,0
COMP-0582,NFC Chip v1,ic_chip,SKU-IC_-00582,2,supplier_284,EliteMfg TAI-284,Taiwan,214961,6.85,77,1,0
COMP-0583,Sub-PCB v3,pcb,SKU-PCB-00583,2,supplier_480,TechMfg CHI-480,China,62504,24.31,45,0,0
COMP-0584,Rigid-Flex PCB v4,pcb,SKU-PCB-00584,2,supplier_378,ApexManuf JAP-378,Japan,424463,14.04,19,0,0
COMP-0585,Power Wire v3,cable,SKU-CAB-00585,3,supplier_261,GlobalParts JAP-261,Japan,420988,0.77,8,0,0
COMP-0586,Proximity Sensor v4,sensor,SKU-SEN-00586,1,supplier_217,NexGen CHI-217,China,466214,16.83,21,0,0
COMP-0587,Bluetooth IC v2,ic_chip,SKU-IC_-00587,1,supplier_025,CoreTech JAP-025,Japan,13530,1.73,54,0,0
COMP-0588,Telephoto Module v2,camera_module,SKU-CAM-00588,1,supplier_398,ApexManuf CHI-398,China,356366,31.62,66,0,0
COMP-0589,LiPo Pack v2,battery_cell,SKU-BAT-00589,2,supplier_445,CoreTech TAI-445,Taiwan,270457,22.6,56,0,0
COMP-0590,OLED Display v3,display,SKU-DIS-00590,2,supplier_236,PrimeParts JAP-236,Japan,487450,18.16,90,1,0
COMP-0591,Power Cell v2,battery_cell,SKU-BAT-00591,2,supplier_432,PrecisionCo JAP-432,Japan,141116,48.17,34,0,0
COMP-0592,LiPo Pack v1,battery_cell,SKU-BAT-00592,2,supplier_400,TechMfg CHI-400,China,268248,57.17,58,0,0
COMP-0593,Flex PCB v3,pcb,SKU-PCB-00593,2,supplier_356,PrimeParts IND-356,India,38382,5.43,42,0,0
COMP-0594,Power Cell v2,battery_cell,SKU-BAT-00594,3,supplier_407,NexGen TAI-407,Taiwan,8492,75.84,40,0,0
COMP-0595,LiPo Pack v1,battery_cell,SKU-BAT-00595,1,supplier_381,GlobalParts CHI-381,China,116941,41.78,33,0,0
COMP-0596,LiPo Pack v3,battery_cell,SKU-BAT-00596,3,supplier_194,EliteMfg CHI-194,China,211405,67.84,31,0,0
COMP-0597,LCD Panel v1,display,SKU-DIS-00597,2,supplier_383,UniComp VIE-383,Vietnam,313390,88.08,54,0,0
COMP-0598,Board-to-Board v4,connector,SKU-CON-00598,1,supplier_401,GlobalParts IND-401,India,57496,2.35,18,0,0
COMP-0599,HDMI Connector v2,connector,SKU-CON-00599,1,supplier_402,PrecisionCo JAP-402,Japan,115325,0.31,26,0,0
COMP-0600,Li-Ion Cell v2,battery_cell,SKU-BAT-00600,3,supplier_499,StarComp GER-499,Germany,371425,85.76,56,0,0
COMP-0601,LiPo Pack v3,battery_cell,SKU-BAT-00601,1,supplier_144,EliteMfg TAI-144,Taiwan,2598,22.14,41,0,0
COMP-0602,Rigid-Flex PCB v4,pcb,SKU-PCB-00602,1,supplier_003,UniComp SOU-003,South Korea,123886,5.77,21,0,0
COMP-0603,Li-Ion Cell v2,battery_cell,SKU-BAT-00603,1,supplier_329,StarComp CHI-329,China,259042,80.45,45,0,0
COMP-0604,NFC Chip v3,ic_chip,SKU-IC_-00604,1,supplier_348,ApexManuf VIE-348,Vietnam,176669,3.27,32,0,0
COMP-0605,Power Cell v3,battery_cell,SKU-BAT-00605,1,supplier_311,GlobalParts SOU-311,South Korea,364306,75.69,39,0,0
COMP-0606,Flex PCB v2,pcb,SKU-PCB-00606,3,supplier_281,GlobalParts CHI-281,China,104068,16.43,35,0,0
COMP-0607,LCD Panel v1,display,SKU-DIS-00607,3,supplier_054,EliteMfg TAI-054,Taiwan,258681,52.8,66,0,0
COMP-0608,Flex PCB v2,pcb,SKU-PCB-00608,3,supplier_031,GlobalParts TAI-031,Taiwan,37077,20.31,20,1,0
COMP-0609,Back Cover v3,housing,SKU-HOU-00609,1,supplier_139,StarComp CHI-139,China,57302,3.06,40,0,1
COMP-0610,Mainboard PCB v3,pcb,SKU-PCB-00610,1,supplier_378,ApexManuf JAP-378,Japan,118790,6.93,26,0,0
COMP-0611,Rigid-Flex PCB v4,pcb,SKU-PCB-00611,1,supplier_149,StarComp USA-149,USA,455415,5.88,23,0,0
COMP-0612,Gyroscope v4,sensor,SKU-SEN-00612,1,supplier_042,PrecisionCo JAP-042,Japan,444534,17.65,33,0,0
COMP-0613,Aluminum Chassis v1,housing,SKU-HOU-00613,3,supplier_107,NexGen JAP-107,Japan,238741,10.35,42,0,0
COMP-0614,USB-C Port v2,connector,SKU-CON-00614,1,supplier_210,TechMfg JAP-210,Japan,167406,1.17,10,0,1
COMP-0615,Touch Screen v4,display,SKU-DIS-00615,2,supplier_180,TechMfg TAI-180,Taiwan,369756,44.77,48,0,0
COMP-0616,Audio Codec v4,ic_chip,SKU-IC_-00616,1,supplier_440,TechMfg CHI-440,China,462635,2.85,61,0,0
COMP-0617,RF Cable v1,cable,SKU-CAB-00617,1,supplier_369,StarComp CHI-369,China,495322,0.98,13,1,0
COMP-0618,NAND Flash v4,semiconductor,SKU-SEM-00618,1,supplier_048,ApexManuf GER-048,Germany,185463,49.6,117,0,1
COMP-0619,HDMI Connector v3,connector,SKU-CON-00619,2,supplier_020,TechMfg TAI-020,Taiwan,311956,1.65,9,0,0
COMP-0620,Power Cell v4,battery_cell,SKU-BAT-00620,1,supplier_212,PrecisionCo JAP-212,Japan,296506,5.16,22,0,0
COMP-0621,MCU Unit v3,semiconductor,SKU-SEM-00621,1,supplier_442,PrecisionCo CHI-442,China,211120,55.06,88,0,0
COMP-0622,Aluminum Chassis v1,housing,SKU-HOU-00622,1,supplier_077,NexGen CHI-077,China,120851,6.87,35,0,0
COMP-0623,Coaxial Cable v3,cable,SKU-CAB-00623,2,supplier_434,EliteMfg CHI-434,China,478890,1.51,21,0,0
COMP-0624,Power Wire v4,cable,SKU-CAB-00624,2,supplier_417,NexGen MAL-417,Malaysia,205514,1.87,19,0,1
COMP-0625,Plastic Shell v1,housing,SKU-HOU-00625,2,supplier_320,TechMfg JAP-320,Japan,338324,6.75,41,0,0
COMP-0626,Light Sensor v4,sensor,SKU-SEN-00626,3,supplier_400,TechMfg CHI-400,China,304229,14.34,25,0,0
COMP-0627,LED Array v3,display,SKU-DIS-00627,3,supplier_469,StarComp CHI-469,China,224278,71.6,64,0,0
COMP-0628,Wi-Fi IC v3,ic_chip,SKU-IC_-00628,1,supplier_488,ApexManuf TAI-488,Taiwan,237768,7.98,71,0,0
COMP-0629,Gyroscope v3,sensor,SKU-SEN-00629,1,supplier_106,PrimeParts JAP-106,Japan,14048,10.46,54,0,0
COMP-0630,NAND Flash v1,semiconductor,SKU-SEM-00630,1,supplier_359,StarComp CHI-359,China,430619,25.46,111,0,0
COMP-0631,Aluminum Chassis v4,housing,SKU-HOU-00631,2,supplier_043,UniComp JAP-043,Japan,378858,11.39,28,0,0
COMP-0632,Front Camera v2,camera_module,SKU-CAM-00632,1,supplier_172,PrecisionCo CHI-172,China,141540,139.9,46,0,0
COMP-0633,Li-Ion Cell v1,battery_cell,SKU-BAT-00633,1,supplier_495,CoreTech CHI-495,China,202244,24.64,24,1,0
COMP-0634,RF Cable v2,cable,SKU-CAB-00634,2,supplier_396,PrimeParts USA-396,USA,111652,1.33,12,0,0
COMP-0635,Battery Module v3,battery_cell,SKU-BAT-00635,3,supplier_470,TechMfg VIE-470,Vietnam,200658,74.15,48,0,0
COMP-0636,Rigid-Flex PCB v2,pcb,SKU-PCB-00636,2,supplier_246,PrimeParts CHI-246,China,309364,19.19,16,0,0
COMP-0637,LED Array v3,display,SKU-DIS-00637,3,supplier_043,UniComp JAP-043,Japan,140274,31.01,86,0,0
COMP-0638,FPC Connector v3,connector,SKU-CON-00638,3,supplier_464,EliteMfg TAI-464,Taiwan,264087,1.08,10,0,0
COMP-0639,Telephoto Module v1,camera_module,SKU-CAM-00639,1,supplier_111,GlobalParts CHI-111,China,5161,31.49,31,1,0
COMP-0640,Touch Screen v1,display,SKU-DIS-00640,2,supplier_327,NexGen CHI-327,China,246056,52.76,77,0,0
COMP-0641,DRAM Module v1,semiconductor,SKU-SEM-00641,1,supplier_008,ApexManuf SOU-008,South Korea,38831,15.08,68,0,0
COMP-0642,Li-Ion Cell v1,battery_cell,SKU-BAT-00642,2,supplier_079,StarComp TAI-079,Taiwan,394276,84.4,46,0,0
COMP-0643,Power Cell v4,battery_cell,SKU-BAT-00643,1,supplier_284,EliteMfg TAI-284,Taiwan,439453,8.36,43,0,0
COMP-0644,Gyroscope v2,sensor,SKU-SEN-00644,2,supplier_196,PrimeParts CHI-196,China,39848,13.87,27,0,0
COMP-0645,Power Wire v3,cable,SKU-CAB-00645,2,supplier_385,CoreTech CHI-385,China,53934,0.07,15,0,0
COMP-0646,Back Cover v2,housing,SKU-HOU-00646,1,supplier_273,UniComp CHI-273,China,65182,14.07,24,0,0
COMP-0647,Telephoto Module v3,camera_module,SKU-CAM-00647,2,supplier_238,ApexManuf TAI-238,Taiwan,392308,75.83,55,0,0
COMP-0648,LiPo Pack v1,battery_cell,SKU-BAT-00648,2,supplier_220,TechMfg GER-220,Germany,492841,72.17,22,0,0
COMP-0649,Sub-PCB v2,pcb,SKU-PCB-00649,2,supplier_342,PrecisionCo CHI-342,China,257337,15.6,34,0,0
COMP-0650,Power IC v4,semiconductor,SKU-SEM-00650,2,supplier_255,CoreTech SOU-255,South Korea,318973,19.67,98,0,0
COMP-0651,DRAM Module v3,semiconductor,SKU-SEM-00651,1,supplier_213,UniComp JAP-213,Japan,468966,31.89,72,0,0
COMP-0652,Flex PCB v2,pcb,SKU-PCB-00652,3,supplier_110,TechMfg JAP-110,Japan,72728,17.95,28,1,0
COMP-0653,Mainboard PCB v1,pcb,SKU-PCB-00653,1,supplier_235,CoreTech TAI-235,Taiwan,443796,9.25,35,0,0
COMP-0654,Power Cell v3,battery_cell,SKU-BAT-00654,2,supplier_163,UniComp TAI-163,Taiwan,3044,56.95,31,0,0
COMP-0655,Front Camera v1,camera_module,SKU-CAM-00655,1,supplier_186,PrimeParts TAI-186,Taiwan,82102,26.78,36,0,0
COMP-0656,Frame v3,housing,SKU-HOU-00656,1,supplier_207,NexGen JAP-207,Japan,78203,0.79,44,0,0
COMP-0657,Data Cable v2,cable,SKU-CAB-00657,3,supplier_359,StarComp CHI-359,China,234066,0.93,17,0,0
COMP-0658,Power Cell v1,battery_cell,SKU-BAT-00658,3,supplier_020,TechMfg TAI-020,Taiwan,43676,83.82,54,0,0
COMP-0659,Sub-PCB v3,pcb,SKU-PCB-00659,2,supplier_072,PrecisionCo CHI-072,China,241921,13.56,30,0,0
COMP-0660,Power Wire v4,cable,SKU-CAB-00660,1,supplier_311,GlobalParts SOU-311,South Korea,19539,0.28,13,0,0
COMP-0661,Aluminum Chassis v2,housing,SKU-HOU-00661,3,supplier_072,PrecisionCo CHI-072,China,379298,8.19,36,0,0
COMP-0662,OLED Display v3,display,SKU-DIS-00662,3,supplier_335,CoreTech TAI-335,Taiwan,229723,67.91,83,0,1
COMP-0663,Wide-Angle v1,camera_module,SKU-CAM-00663,2,supplier_256,PrimeParts CHI-256,China,406851,64.09,82,0,0
COMP-0664,Plastic Shell v1,housing,SKU-HOU-00664,2,supplier_153,UniComp GER-153,Germany,460406,10.08,31,0,0
COMP-0665,Gyroscope v2,sensor,SKU-SEN-00665,3,supplier_109,StarComp TAI-109,Taiwan,87867,18.5,30,0,0
COMP-0666,DRAM Module v2,semiconductor,SKU-SEM-00666,2,supplier_281,GlobalParts CHI-281,China,373740,11.97,107,0,1
COMP-0667,Power IC v3,semiconductor,SKU-SEM-00667,2,supplier_266,PrimeParts TAI-266,Taiwan,118109,3.85,83,0,0
COMP-0668,Front Camera v1,camera_module,SKU-CAM-00668,1,supplier_132,PrecisionCo TAI-132,Taiwan,145388,79.68,69,0,0
COMP-0669,Accelerometer v2,sensor,SKU-SEN-00669,1,supplier_037,NexGen USA-037,USA,410024,12.36,22,0,0
COMP-0670,RF Cable v1,cable,SKU-CAB-00670,1,supplier_441,GlobalParts MEX-441,Mexico,371890,1.75,8,0,0
COMP-0671,Data Cable v1,cable,SKU-CAB-00671,3,supplier_213,UniComp JAP-213,Japan,316032,1.43,21,0,0
COMP-0672,LCD Panel v1,display,SKU-DIS-00672,3,supplier_297,NexGen USA-297,USA,66764,17.19,87,0,0
COMP-0673,DRAM Module v2,semiconductor,SKU-SEM-00673,1,supplier_158,ApexManuf TAI-158,Taiwan,65163,22.63,97,0,0
COMP-0674,Bluetooth IC v2,ic_chip,SKU-IC_-00674,2,supplier_046,PrimeParts MEX-046,Mexico,332053,4.38,32,0,0
COMP-0675,NAND Flash v3,semiconductor,SKU-SEM-00675,1,supplier_477,NexGen USA-477,USA,495500,16.56,84,0,0
COMP-0676,Aluminum Chassis v3,housing,SKU-HOU-00676,1,supplier_102,PrecisionCo CHI-102,China,326489,7.66,18,0,0
COMP-0677,NFC Chip v2,ic_chip,SKU-IC_-00677,2,supplier_044,EliteMfg CHI-044,China,26729,2.42,61,0,0
COMP-0678,DRAM Module v1,semiconductor,SKU-SEM-00678,1,supplier_036,PrimeParts CHI-036,China,67512,79.24,80,0,1
COMP-0679,Rigid-Flex PCB v4,pcb,SKU-PCB-00679,2,supplier_490,TechMfg SOU-490,South Korea,360086,8.77,16,0,0
COMP-0680,DRAM Module v1,semiconductor,SKU-SEM-00680,1,supplier_008,ApexManuf SOU-008,South Korea,423425,27.83,79,0,0
COMP-0681,LCD Panel v3,display,SKU-DIS-00681,1,supplier_359,StarComp CHI-359,China,472555,32.71,81,0,0
COMP-0682,FPC Connector v3,connector,SKU-CON-00682,2,supplier_093,UniComp USA-093,USA,398831,0.53,10,0,0
COMP-0683,Battery Module v2,battery_cell,SKU-BAT-00683,1,supplier_132,PrecisionCo TAI-132,Taiwan,95049,6.74,58,0,0
COMP-0684,Flex PCB v2,pcb,SKU-PCB-00684,1,supplier_275,CoreTech TAI-275,Taiwan,406294,3.11,28,0,0
COMP-0685,FPC Connector v4,connector,SKU-CON-00685,1,supplier_111,GlobalParts CHI-111,China,208353,2.71,14,0,0
COMP-0686,Light Sensor v2,sensor,SKU-SEN-00686,2,supplier_474,EliteMfg TAI-474,Taiwan,349011,9.86,45,0,0
COMP-0687,Wide-Angle v2,camera_module,SKU-CAM-00687,1,supplier_256,PrimeParts CHI-256,China,386138,86.46,69,0,0
COMP-0688,RF Cable v1,cable,SKU-CAB-00688,1,supplier_197,NexGen CHI-197,China,410606,0.76,19,0,0
COMP-0689,Power IC v4,semiconductor,SKU-SEM-00689,2,supplier_222,PrecisionCo TAI-222,Taiwan,347838,74.05,55,0,0
COMP-0690,Gyroscope v3,sensor,SKU-SEN-00690,1,supplier_130,TechMfg SOU-130,South Korea,171258,7.65,26,0,0
COMP-0691,FPGA Chip v2,semiconductor,SKU-SEM-00691,2,supplier_475,CoreTech SOU-475,South Korea,90004,36.44,86,0,1
COMP-0692,Wide-Angle v2,camera_module,SKU-CAM-00692,1,supplier_425,CoreTech TAI-425,Taiwan,155680,65.32,88,0,0
COMP-0693,Rigid-Flex PCB v2,pcb,SKU-PCB-00693,2,supplier_484,EliteMfg JAP-484,Japan,376583,15.07,19,0,0
COMP-0694,Li-Ion Cell v1,battery_cell,SKU-BAT-00694,1,supplier_395,CoreTech JAP-395,Japan,368735,82.18,48,0,0
COMP-0695,RF Cable v4,cable,SKU-CAB-00695,2,supplier_197,NexGen CHI-197,China,301293,0.36,13,0,0
COMP-0696,NAND Flash v4,semiconductor,SKU-SEM-00696,2,supplier_204,EliteMfg SOU-204,South Korea,217980,13.34,88,0,0
COMP-0697,Bluetooth IC v1,ic_chip,SKU-IC_-00697,1,supplier_185,CoreTech TAI-185,Taiwan,147159,3.17,72,0,0
COMP-0698,Flex PCB v4,pcb,SKU-PCB-00698,2,supplier_462,PrecisionCo CHI-462,China,11666,2.76,33,0,0
COMP-0699,Main Camera v2,camera_module,SKU-CAM-00699,2,supplier_051,GlobalParts JAP-051,Japan,287617,36.1,80,0,0
COMP-0700,LCD Panel v1,display,SKU-DIS-00700,2,supplier_162,PrecisionCo SOU-162,South Korea,74606,83.98,67,0,0
COMP-0701,Frame v2,housing,SKU-HOU-00701,2,supplier_148,ApexManuf CHI-148,China,219900,4.93,31,1,0
COMP-0702,Board-to-Board v3,connector,SKU-CON-00702,2,supplier_048,ApexManuf GER-048,Germany,25557,2.75,24,0,1
COMP-0703,Flex PCB v2,pcb,SKU-PCB-00703,3,supplier_161,GlobalParts IND-161,India,445390,13.01,38,0,1
COMP-0704,Board-to-Board v2,connector,SKU-CON-00704,2,supplier_134,EliteMfg TAI-134,Taiwan,177433,0.99,27,0,0
COMP-0705,Plastic Shell v3,housing,SKU-HOU-00705,2,supplier_476,PrimeParts JAP-476,Japan,298004,6.09,42,0,0
COMP-0706,Rigid-Flex PCB v3,pcb,SKU-PCB-00706,2,supplier_077,NexGen CHI-077,China,402946,20.16,29,0,0
COMP-0707,Frame v3,housing,SKU-HOU-00707,2,supplier_366,PrimeParts TAI-366,Taiwan,25508,7.9,27,0,0
